Timestamp,QuaternionX,QuaternionY,QuaternionZ,QuaternionW,AttitudePitch,AttitudeRoll,AttitudeYaw,GravitationalAccelerationX,GravitationalAccelerationY,GravitationalAccelerationZ,AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ
1729582920.481379,-0.16738624257178686,-0.02906536840697265,1.7312538406588057e-18,0.9854628882904952,-0.336203850438933,-0.060720402892799695,-0.010307537353695224,-0.05728568509221077,0.3299058675765991,-0.9422740936279297,0.013903841376304626,-0.011994510889053345,-0.018611371517181396,0.07789843529462814,0.07592614740133286,-0.00036116811679676175
1729582920.522392,-0.16342969530582926,-0.02523458387621348,0.00040200233694774536,0.9862322044091394,-0.3282421690074752,-0.0524668840756409,-0.007875786763183455,-0.04964292049407959,0.32237952947616577,-0.9453079104423523,0.007414638996124268,-0.004498094320297241,-0.008014023303985596,0.07071840763092041,0.031773049384355545,0.0029447709675878286
1729582920.601372,-0.1613767669100527,-0.023944108696218467,0.0005576671522876531,0.9866021569501429,-0.32410028199923635,-0.049672033792726125,-0.006991713678257607,-0.04706663265824318,0.3184560239315033,-0.9467684626579285,0.004590839147567749,-0.005289644002914429,-0.0056604743003845215,0.059216588735580444,0.023797689005732536,0.00979413092136383
1729582920.615628,-0.15932290441858038,-0.022653486981808534,0.0007133601685921584,0.9869663553190032,-0.3199562305222204,-0.0468848999029454,-0.006120995477961948,-0.04448915272951126,0.3145250082015991,-0.9482060670852661,0.0017658360302448273,-0.006073683500289917,-0.0033298730850219727,0.04771476984024048,0.015822328627109528,0.01664349064230919
1729582920.6612182,-0.15819621170480286,-0.021280420417461473,0.0011998184556195688,0.9871776455912186,-0.31770432004916727,-0.04384295686832145,-0.004594018595135818,-0.04163549840450287,0.31238657236099243,-0.9490422010421753,0.004402033984661102,-0.00039526820182800293,-0.0026283860206604004,0.025482721626758575,0.02204357646405697,0.01081128977239132
1729582920.675819,-0.15819621170480286,-0.021280420417461473,0.0011998184556195688,0.9871776455912186,-0.31770432004916727,-0.04384295686832145,-0.004594018595135818,-0.04163549840450287,0.31238657236099243,-0.9490422010421753,0.005700644105672836,0.0010589063167572021,-0.0024933218955993652,0.0030541550368070602,0.0019441135227680206,0.0031249062158167362
1729582920.723362,-0.1573524514900835,-0.020491000135224636,0.0008638940654744793,0.9873295454769533,-0.3159849975928655,-0.04229694418933427,-0.0049897819734489425,-0.04019086807966232,0.31075283885002136,-0.9496406316757202,0.009616248309612274,-0.004948019981384277,0.007409930229187012,0.023902693763375282,0.019181782379746437,-0.0457950122654438
1729582920.7787151,-0.1568555659042747,-0.019820330299699245,0.0003500508681051471,0.987422633906047,-0.31496095621671394,-0.04106320349956767,-0.005812519755150667,-0.03903227299451828,0.3097793459892273,-0.9500069618225098,-0.00039637088775634766,-0.007872968912124634,0.0017381906509399414,0.023836424574255943,0.004982846789062023,-0.026363011449575424
1729582920.793757,-0.1563585285007752,-0.01914964253141558,-0.00016374679393290904,0.9875147458073437,-0.3139378766919798,-0.03982897481957409,-0.00663621660864321,-0.0378723181784153,0.3088064193725586,-0.9503706097602844,-0.010410342365503311,-0.010798454284667969,-0.003936290740966797,0.023770155385136604,-0.00921609066426754,-0.0069310106337070465
1729582920.855273,-0.15581760097340727,-0.019381385378238327,-0.0003827651986288474,0.987595667624963,-0.3128323364205915,-0.040371039757517276,-0.007142678958224081,-0.03840123116970062,0.3077547252178192,-0.9506904482841492,-0.004250403493642807,-0.0008736252784729004,-0.0017147660255432129,0.016844268888235092,-0.010225731879472733,-0.028663722798228264
1729582920.8698359,-0.1552766161314653,-0.019613118164252173,-0.0006017730897404676,0.9876762079314695,-0.3117265510960398,-0.04091231550151445,-0.0076483088735789795,-0.03892970457673073,0.3067024350166321,-0.9510089755058289,0.001909099519252777,0.009051740169525146,0.0005054473876953125,0.00991838052868843,-0.01123537216335535,-0.05039643496274948
1729582920.9099379,-0.15543531291737905,-0.020928850354459516,-0.0027558969658665194,0.9876205793440952,-0.31194134882106755,-0.04435046323005351,-0.012555997918873152,-0.042196255177259445,0.30690687894821167,-0.9508036971092224,-0.0012636221945285797,0.0007139742374420166,-0.0018021464347839355,-0.012672826647758484,-0.032942455261945724,-0.05268916115164757
1729582920.940937,-0.15569659537120328,-0.021659310181469767,-0.00378686488468158,0.9875602086741783,-0.31241274323258406,-0.0462114762971711,-0.01494817540948789,-0.04395895078778267,0.30735546350479126,-0.9505788683891296,0.005362860858440399,0.010578811168670654,-0.0040190815925598145,0.004231123253703117,-0.028819438070058823,-0.0493105947971344
