Timestamp,QuaternionX,QuaternionY,QuaternionZ,QuaternionW,AttitudePitch,AttitudeRoll,AttitudeYaw,GravitationalAccelerationX,GravitationalAccelerationY,GravitationalAccelerationZ,AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ
1729610465.637217,-0.004344729650384682,-0.11960096928251941,0.049416866248248106,0.9915818649636818,-0.020438343371147732,-0.23907944726855684,0.09713540249102995,-0.23675894737243652,0.02043694444000721,-0.9713534712791443,-0.0036492645740509033,-0.001256180927157402,0.004157543182373047,-0.013735515996813774,-0.0019942610524594784,-0.029206808656454086
1729610465.665973,-0.004746340185929576,-0.11972330112183663,0.048936407354798914,0.9915892126718981,-0.021132068692752293,-0.23929837174371796,0.09608231929181744,-0.23696817457675934,0.021130520850419998,-0.9712876081466675,-0.0030265897512435913,-0.005606622435152531,0.0042580366134643555,-0.02092752605676651,0.0024460148997604847,-0.010367348790168762
1729610465.6997352,-0.005268718707451355,-0.11979434653919988,0.04867431608553812,0.9915908287111602,-0.022112444049543063,-0.23939921331254863,0.0954357866099877,-0.23706109821796417,0.02211066707968712,-0.9712430834770203,-0.0039039403200149536,-0.0028475765138864517,0.006656467914581299,-0.029448051005601883,0.0042249602265655994,-0.006239185109734535
1729610465.7318,-0.005886576981466308,-0.11988971155261288,0.04847143081977671,0.9915857399416955,-0.023298651102326613,-0.23953979517903415,0.0948836997116909,-0.23719124495983124,0.023296568542718887,-0.9711835980415344,-0.004141166806221008,-0.007504565641283989,0.011179447174072266,-0.02434682473540306,0.005379963666200638,-0.0018023033626377583
1729610465.777605,-0.006472900188211687,-0.11984318836125535,0.048416880090822394,0.9915903585549009,-0.024444231646914793,-0.23939481363281365,0.09463738986377382,-0.23704394698143005,0.02444182150065899,-0.97119140625,-0.00707128643989563,-0.0036700107157230377,0.00433272123336792,-0.04055821895599365,0.007317773997783661,0.008505681529641151
1729610465.859648,-0.007750740424603579,-0.11976250835081584,0.04864370061763647,0.9915799115934449,-0.02702562994373748,-0.2391126664429987,0.09478817681509075,-0.23675419390201569,0.027022365480661392,-0.9711937308311462,-0.005804911255836487,-0.0007994193583726883,0.007911741733551025,-0.09247079491615295,0.024417726323008537,0.029547275975346565
1729610465.87411,-0.009877111907465704,-0.11922100072082208,0.04896994620639455,0.9916101574063222,-0.03127007679380277,-0.23782491161948732,0.0949520384168919,-0.23547419905662537,0.031265005469322205,-0.9713775515556335,-0.0028600096702575684,-0.002198701724410057,0.014900684356689453,-0.10733576864004135,0.05859353393316269,0.031886857002973557
1729610465.892004,-0.01243033155409945,-0.11821872622377215,0.04913533859415139,0.9916932630144978,-0.036279544432128816,-0.2355784316537241,0.09471917638667425,-0.23325194418430328,0.036271609365940094,-0.971739649772644,-0.0016475468873977661,0.001921631395816803,0.008971333503723145,-0.14773422479629517,0.08026023954153061,0.026252051815390587
1729610465.951736,-0.015697404869742485,-0.1169732712633458,0.048769414301587974,0.9918127144913892,-0.04256005474640023,-0.23280624136806397,0.09328749781753577,-0.23050010204315186,0.042547229677438736,-0.972141683101654,0.0004084259271621704,-0.002723000943660736,0.014015555381774902,-0.14651000499725342,0.09443402290344238,-0.004665873944759369
1729610465.9825978,-0.0185175988615323,-0.1157254223819536,0.04807377000619191,0.9919443430081795,-0.04788186369690439,-0.2300922331413986,0.0913184763632975,-0.2278059870004654,0.04786359518766403,-0.972529411315918,-0.002888604998588562,-0.0004025362432003021,0.003681778907775879,-0.12478718906641006,0.07202024757862091,-0.013468868099153042
